半夏,白芥子,薏仁,白术,益智
半夏,胆南星,远志,黄芪,菖蒲
半夏,紫菀,杏仁,黄芪,桔梗
缩砂仁,盐,白檀,栝楼,薄荷
缩砂仁,四,三,桔梗,薄荷
缩砂仁,桔梗,薄荷,川芎,防风
缩砂仁,桔梗,薄荷,川芎,防风
鸡苏叶,缩砂仁,盐,瓜蒌根十,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
鸡苏叶,缩砂仁,盐,瓜蒌根,荆芥
蓬莪荗,京三棱,黑牵牛,枳实,陈皮
杏仁,百部,麻黄
熊胆,朱砂,象牙末,麝香5厘,丹参5厘
紫菀,杏仁,葶苈,制桑白皮,五爪红
贝母,上肉桂,柴胡,辰砂,巴豆
贝母,桔梗,元参,麦冬,当归
贝母,桔梗,麦冬,当归,百合
牵牛,雷丸末,甘遂末,龙脑,粉霜
贝母,板蓝根,麦冬,连翘,蝉蜕
千年古石灰不拘多少
生龙脑,朱砂,麦门冬,茯苓,枣仁
贝母,诃黎勒皮,地黄,玄参,白矾
上好片术
半夏,白术,干姜,人参,甘草
乌嘴凤头白鸭
天南星,白僵蚕,地龙干,全蝎,五灵脂
天南星,远志,天麻,菖蒲,辰砂
天竺黄,檀香,天南星,枳实,金箔
天竺黄,胆南星,僵蚕,辰砂,全蝎
天竺黄,郁金,雄黄,白矾
半夏,杏仁,茶叶,枳实,瓜蒌霜
贝母,天南星,杏仁,紫苏,桔梗
白冰,甜杏
天南星,半复,黄芩
半夏,黑附子,生姜
半夏,苍术,厚朴,茯苓,广皮
贝母,半夏,桔梗,枳亮,瓜萎仁
半夏,杏仁
半夏,芍药,旋复花,桔梗,陈皮
半夏,柴胡,升麻,苍术,神曲
半夏,泽泻,天麻,黄柏,苍术
半夏,天麻,白术
半夏,天麻,陈皮,白术,蔓荆子
半夏,泽泻,天麻,黄柏,苍术
半夏,秫米
半夏,麦芽,苍术,陈皮,神曲
半夏,紫苏,诃黎勒皮,厚朴,茯苓
半夏,昆布,杏仁,桔梗,槟榔
半夏,干苏叶,厚朴,生姜,茯苓
贝母,半夏,天南星,白附子,白术
半夏,防风
半夏,朱砂,黄丹,白矾
半夏,白矾
半夏,瓜蒌子
半夏,茯苓,朴消,枳壳
半夏,陈皮,槟榔,郁李仁,木香
半夏,破故纸,沉香,猪苓
半夏,天南星,香附,石膏,栀子
雪梨,白砂糖,北杏
八角金盘,冬葵子,陈皮,琥珀,赤小豆
檀香,拳参,白葡萄干,丁香,红花
檀香,拳参,白葡萄干,丁香,红花
6安,锁阳,黑附子,诃子,丁香
片脑,硼砂,霍香叶,紫苏,桂花
贝母,柴胡,金银花,黄柏,当归
天南星,朱砂,巴豆,神曲
胆南星,朱砂,巴豆,全蝎,神曲
荸荠,白萝卜,雪梨,生藕,麦冬
胆南星,淡全蝎,芥穗,天麻,独活
半夏,胆南星,党参,天麻,橘络
贝母,天竺黄,天南星,远志,天麻
贝母,半夏,胆南星,焦三仙,天麻
贝母,胆南星,梅片,朱砂,天麻
天南星,僵蚕,天麻,辰砂,全蝎
半夏,天南星,皂角,生姜,白矾
贝母,薏仁,枸杞,莲肉,白术
半夏,杏仁,豆
半夏,独活,干蝎,甘菊,川芎
半夏,黑牵牛,京三棱,陈皮,青皮
半夏,天南星,黑牵牛,猪牙皂角,白矾
天南星,木香
半夏,天南星,干姜
贝母,紫菀,柿霜,百部,杏仁
半夏,干姜,蝎尾,胡椒
半夏,桔梗,僵蚕,活蝎子,蝉蜕
杏仁,款冬花,远志,苏子,胡桃肉
贝母,杏仁,葶苈,僵蚕,陈皮
半夏,杏仁,款冬花,苏子,白果
半夏,杏仁,款冬花,苏子,白果
杏仁,陈皮,五味子,石膏,砂仁
贝母,莱菔,半夏,白芥子,杏仁
天竺黄,银箔,远志,生犀角,龙脑
玄明粉,姜汁,煅金礞石,竹沥膏,生硼砂
半夏,麦芽,陈皮,荜澄茄,川丁皮
生犀屑,龙脑,菊花,白芷,细辛
半夏,款冬花,枳实,苦梗,五味子
半夏,天南星,寒水石,干姜,白蛤粉
半夏,天南星,蛤粉,寒水石,干姜
半夏,杏仁,巴豆,马兜铃
贝母,杏仁,旋复花,陈皮,麦冬
天南星,龙脑,真珠末,天麻,干蝎
天竺黄,龙脑,天麻,丹砂,丹参
真珠,瑇瑁,龙脑,犀角,丹砂
贝母,陈皮,菖蒲,白术,五味子
半夏,丁香,白檀香,白术,姜黄
鹅梨,天麻,皂荚,薄荷,威灵仙
半夏,鳖甲,紫团参,甘草,阿胶
贝母,半夏,板蓝根,杏仁,葶苈
半夏,茯苓,广皮,羌活,甘草
杏仁,桔梗,麻黄
半夏,昆布,白芥子,海藻,胆草
半夏,陈皮,茯苓,甘草
半夏,陈皮,茯苓,甘草
半夏,苍术,厚朴,茯苓,广皮
半夏,陈皮,厚朴,苏梗,茯苓
半夏,枳实,陈皮,当归,香附
二陈汤加炒山栀,生姜,黄连
半夏,陈皮,茯苓,甘草
贝母,石膏,知母
贝母,紫菀,杏仁,款冬花,罂粟壳
贝母,半夏,陈皮,茯苓,知母
贝母,麦门冬,天门冬,知母
半夏,天南星,川朴,桔梗,僵蚕
天竺黄,竹茹,百部,瓜蒌仁,陈皮
贝母,麦冬,天门冬,知母
贝母,北沙参,淡天冬,提麦冬,南沙参
竹茹,远志,菖蒲,泽泻,龙骨
半夏,天南星,白僵蚕,飞过枯矾
半夏,黑附子,陈皮,白姜,厚朴
贝母,桔梗,元参,陈皮,赤芍
贝母,芍药,桔梗,苍术,陈皮
半夏,独活,天麻,芎,茯苓
杏仁,木香,防己
贝母,半夏,蛤粉,玉竹,麦冬
白皮大萝卜,蜂蜜
半夏,陈皮,茯苓,甘草
白鲜,枳实,龙齿,黄芩,麦门冬
山芋,芍药,远志,桔梗,陈皮
贝母,杏仁,葶苈,桔梗,薏仁
鱼腥草,党参,铁树叶,黄芪,白花蛇舌草
贝母,贝母,半夏,半夏,白芥子
贝母,竹茹,蒌仁,郁金,麦冬
半夏,黑牵牛子,粉霜,白矾
片脑,白豆蔻末,白檀香末,芽茶
贝母,半夏,玄明粉,桔梗,陈皮
贝母,半夏,玄明粉,桔梗,陈皮
半夏
半夏,檀香,百药煎,陈皮,沉香
半夏,天南星,皂角,干姜,白矾
半夏,天南星,杏仁,紫苏,萝卜子
半夏,莱菔,天南星,紫苏,瓜蒌仁
竹茹,菖蒲,陈皮,苍术,郁金
杏仁,百药煎,黑矾,乌梅,甘草
半夏,丁香,草豆蔻,白矾
半夏,枳实,丁香,陈皮,沉香
半夏,明矾,硝石
贝母,海藻,白酒,黄药子
鱼腥草,百部,穿心莲,生干蟾,开金锁
知柏,蜈蚣,僵蚕,桔梗,全蝎
贝母,半夏,远志,桔梗,陈皮
四季青,平地木,干日红,鼠曲草
半夏,竹茹,枳实,陈皮,龙眼肉
天竺黄,枳实,生石决明,钩藤,生川军
贝母,片芩,枳实,桔梗,陈皮
杏仁,瓜蒌仁,黄连
橄榄,萝卜
半夏,杏仁,桂枝,龙骨,瓜蒌皮
半夏,远志,桂枝,白术,五味子
败酱草,炮干姜,栝蒌实,桔梗,厚朴
薤白,白酒700毫升,栝楼
山芋,杏仁,栝楼,甘草
半夏,昆布,海藻,夏枯草,陈皮
半夏,陈皮,龙涎香,伽楠香
贝母,郁金,香附,白芍,人参
半夏,白术,当归,陈皮,茯苓
海藻,鸡血藤,黄芪,黄精,丹参
半夏,党参,陈皮,白术,破故纸
半夏,天南星,明矾,百药煎,五味子
半夏,天南星,香墨,白附子,芎
贝母,半夏,杏仁,皂荚,知母
半夏,天南星,泽泻,陈皮,白术
贝母,桔梗,诃子,连翘,胖大海
贝母,天竺黄,半夏,胆南星,白芥子
半夏,海粉,杏仁,诃子,栝楼
蛤蚧,款冬花,成炼钟乳,肉桂,白矾
贝母,莱菔,半夏,白芥子,杏仁
虎睛,远志,犀角屑,大黄,栀子
半夏,苍术,陈皮,藿香,厚朴
半夏,陈皮,藿香,厚朴,甘草
半夏,陈皮,藿香,厚朴,甘草
半夏,丁香,陈皮,藿香,生姜
半夏,竹茹,碧玉散,青子芩4,陈广皮
桔梗,僵蚕,天麻,全蝎,苏木
半夏,朱砂,雄黄,白矾
天南星,海藻,海带,琥珀,京墨
胆南星,朱砂,地龙,苏珠,制军
贝母,半夏,天冬,京知母,血琥珀
天竺黄,朱砂,檀香,天南星,枳实
天竺黄,檀香,天南星,枳实,金箔
天竺黄,朱砂,天南星,僵蚕,全蝎
天竺黄,朱砂,檀香,天南星,蜂蜜
贝母,天竺黄,胆南星,僵蚕,全蝎
天竺黄,胆南星,辰砂,沉香,腰黄
天竺黄,天南星,僵蚕,辰砂,钩藤
贝母,天竺黄,胆南星,朱砂,天麻
天南星,远志,菖蒲,人乳,大辰砂
贝母,天竺黄,青礞石,伽楠香,月石
贝母,青礞石,沉香,月石,天竹黄
远志,金箔,麝香3厘,桔梗,辰砂
海粉,青黛,神曲,黄芩
荸荠,海蜇皮
荸荠,海蜇
贝母,半夏,昆布,海藻,海带
昆布,海藻,柴胡,小麦,龙胆草
海石,香附
海石,石礞,蚶壳,红花,香附
透骨草,马前子,老葱胡,烧酒,牛膝
半夏,昆布,陈皮,红花,当归
半夏,当归,陈皮,地黄,茯苓
贝母,桔梗,枸杞,麦冬,山栀
天竺黄,朱砂,地龙,草蔻,梅片
半夏,桂心,芍药,枳实,白术
杏仁,蛤蚧,葶苈,商陆,防己
槐实,皂荚,牵牛子,槟榔,芎
黄酒,山慈菇,核桃肉
白芥子,白僵蚕,上肉桂,全丝瓜,陈皮
天竺黄,天南星,僵蚕,桔梗,天麻
半夏,丁香,厚朴,生姜,枣仁
杏仁,紫苏,陈皮,茯苓,桑白皮
天南星,天麻,独活,粉草,全蝎
天南星,天麻,独活,粉草,全蝎
半夏,天南星,皂角,寒水石,白附子
天南星,陈皮,陈皮,蒌仁,沉香
五倍子
贝母,半夏,昆布,海藻,海带
半夏,桔梗,干姜,茯苓
半夏,天南星,杏仁,紫苏,麦蘖
半夏,天南星,明矾,白附子
半夏,天南星,皂角,生姜,白矾
天络丝
半夏,天南星,巴豆,干姜,枯矾
半夏,天南星,杏仁,瓜蒌仁,紫苏
半夏,杏仁,葶苈,桔梗,陈皮
半夏,紫苏,硼砂,葶苈,桔梗
半夏,天南星,辰砂,陈皮,皂
半夏,紫菀,杏仁,葶苈,桔梗
贝母,紫菀,杏仁,款冬花,葶苈
半夏,杏仁,款冬花,葶苈,桔梗
檀香,柿霜,硼砂,紫苏,白葛粉
半夏,紫菀,远志,杏仁,葶苈
天南星,乳香,净全蝎,赤金箔,节白附
半夏,黑牵牛,京三棱,陈皮,青皮
天南星,朱砂,蜈蚣,蝉壳,铁粉
天竺黄,朱砂,胆南星,片脑,白附
半夏,天南星,龙脑,天麻,金箔
半夏,芍药,旋覆花,前胡,荆芥
半夏,当归,陈皮,熟地,茯苓
川甜消,干葛,大黄,甘草
贝母,天南星,半夏,麦芽,瓜蒌仁
半夏,天南星,皂角,白矾
白芥子,透骨草,僵蚕,芍药,鸡血藤膏
半夏,秦艽,天麻,夏枯草,葛根
海粉,桔梗,瓜蒌仁,陈皮,青黛
天南星,天麻,陈皮,当归,肉桂
天南星,远志,僵蚕,天麻,菖蒲
贝母,半夏,杏仁,紫苏,桔梗
贝母,杏仁,紫苏,桔梗,陈皮
贝母,半夏,杏仁,紫苏,桔梗
贝母,紫菀,小蓟,桃仁,丹皮
海藻,黄芪,大青叶,党参,板蓝根
贝母,柴胡,陈皮,白术,当归
贝母,远志,桔梗,柴胡,赤苓
贝母,半夏,紫菀,远志,杏仁
贝母,半夏,紫菀,杏仁,款冬花
贝母,半夏,紫菀,杏仁,陈皮
贝母,杏仁,陈皮,净金灯,五味子
贝母,半夏,紫菀,杏仁,款冬花
贝母,半夏,紫菀,杏仁,桔梗
半夏,莱菔,陈皮,白术,连翘
半夏,枳实,白术,陈皮
半夏,桔梗,陈皮,黑山栀,黄芩
鱼腥草,紫菀,四季青,金荞麦,前胡
天竺黄,朱砂,胆南星,天麻,僵蚕
杏仁,五味子,米仁,麦门冬,百合
半夏,天南星,白芥子,杏仁,麦芽
贝母,杏仁,片芩,桔梗,石膏
半夏,杏仁,1,栝楼,小枳实
半夏,杏仁,桔梗,陈皮,桂枝
半夏,草果,青皮,生姜,广皮
半夏,黄柏,桔梗,黄芩,大黄
半夏,柴胡,桔梗,陈皮,白术
半夏,粉草,陈皮,益智,香附
半夏,党参,枳实,桂枝,白术
贝母,党参,麦冬,五味子,熟地
紫菀,旋复花,桔梗,嫩苏梗,陈皮
半夏,白术,陈皮,干姜,五味子
半夏,竹茹,柴胡,桔梗,枳实
半夏,竹茹,枳实,陈皮,生磁石
杏仁,远志,羚羊粉,琥珀粉,菖蒲
半夏,紫苏,陈皮,白术,北梗
远志,菖蒲,郁金,琥珀,茯苓
半夏,远志,紫苏,厚朴,茯苓
半夏,天南星,益智仁,枳实,陈皮
半夏,紫苏,菖蒲,厚朴,木香
杏仁,藕节,生瓦楞,刀豆子,玫瑰花
半夏,海藻,党参,黄药子,夏枯草
半夏,桔梗,枳实,白术,香附
杏仁,款冬花,桔梗,麦冬,枇杷叶
半夏,昆布,海藻,白僵蚕,陈皮
半夏,竹茹,桔梗,陈皮,当归
半夏,陈皮,茅术,生姜,茯苓
玄明粉,柿霜,硼砂,白粉,寒水石
胆南星,蒌皮,蒌子,羚羊,苏叶子
竹茹,焦三仙,干青果,陈皮
三仙饮,炙桑白皮
焦三仙,陈皮
胆南星,僵蚕,黑附子,苏合油3毫升,钩蘑
贝母,海藻,漏芦,柴胡,元参
半夏,干姜,桂枝,黄芩,白芍
半夏,天南星,桔梗,枳实,辰砂
贝母,半夏,柴胡,陈皮,鳖甲
贝母,半夏,天南星,芍药,枳实
百部,穿心莲,玉竹,葎草,黄精
倭硫,朱砂
半夏,半夏,紫苏,桔梗,陈皮
杏仁,陈皮,桂枝,苏叶,薄荷
杏仁,葶苈,天冬,木通,石膏
半夏,醋2500毫升
钟乳粉,款冬花,川姜,白术,人参
杏仁,款冬花,麻黄,甘草
川朴,生芍,榔片,灵脂,陈皮
半夏,桔梗,桂,枳壳
生老姜,厚朴
半夏,天南星,葶苈,枳实,黑牵牛
半夏,大腹子,京三棱,青皮,木香
生龙脑,生犀角,朱砂,麦门冬,石膏
生龙脑,生犀角,朱砂,麦门冬,石膏
鸡苏叶,黍粘子,桔梗,紫苏,龙脑
半夏,天南星,草龙脑,白矾
半夏,白术,附片,龙骨,生姜
白芥子,杏仁,蛤壳,紫苏,青黛
白芥子,杏仁,蛤壳,紫苏,回克
白芥子,杏仁,蛤壳,紫苏,桅子
万年干,硼砂,青礞石,石膏
上广皮,淡条芩,京元参,细川连,桔梗
紫菀,款冬花,杏仁,紫苏,桔梗
新鲜萝卜约,粳米
新鲜白萝卜
贝母,莱菔,冰糖,白糖,白果仁
莱菔,粳米
莱菔
贝母,款冬花,鹅管石,肉桂,甘草
缩砂仁,丁香,巴豆,胡椒,乌梅
醋,绿茶
杏仁,桔梗,葶苈,马兜铃,陈皮
半夏,党参,桔梗,陈皮,苏叶
半夏,白术,干姜,苏子,茯苓
半夏,白术,干姜,茯苓,人参
贝母,萝卜,麦冬,秋梨,鲜姜
半夏,茴香,草乌,香附,茯苓
莱菔,麦芽,桔梗,制野军,果仁
贝母,桔梗,元参,山栀,薄荷
半夏,紫菀,胆南星,杏仁,款冬花
半夏,杏仁,陈皮,茯苓,甘草
半夏,白术,陈皮,茯苓,人参
半夏,杏仁,款冬花,苏子,厚朴
半夏,钩藤钩,清炙草,广红皮,明天麻
贝母,杏仁,陈皮,石膏,牛蒡
半夏,杏仁,豆腐1小块,麻黄,甘草
半夏,莱菔,白芥子,杏仁,茶叶
半夏,杏仁,巴豆,马兜铃
白萝卜,蜂蜜
罗参,远志,粉草,陈皮,当归
贝母,天竺黄,胆南星,桔梗,陈皮
半夏,桔梗,陈皮,当归,大力子
梅花脑,硼砂,五,牙硝,寒水石
梅花脑,硼砂,牙消,寒水石,麝香
贝母,麦冬,枇杷叶,天冬,莲子
冰糖,粳米,枇杷叶
冰糖,粳米,枇杷叶
半夏,莱菔,麦芽,枳实,陈皮
半夏,天南星,枳实,法制消,礞石
远志,菖蒲,麦冬,黄芩,丹参
半夏,竹茹,旋复花,胆草,黄芩
贝母,半夏,杏仁,瓜蒌仁,桔梗
贝母,半夏,紫菀,杏仁,桔梗
紫菀,白芥子,百部,苏子,东白薇
贝母,瓜蒌仁,桔梗,陈皮,麦门冬
半夏,苍术,陈皮,干姜,神曲
半夏,苍术,陈皮,神曲,香附
贝母,海石,胆南星,陈皮,木通
半夏,良姜,草果,厚朴,青皮
杏仁,地龙,葶苈,牛蒡,丹参
贝母,桔梗,黄柏,前胡,花粉
贝母,天竺黄,紫菀,鱼腥草,板蓝根
贝母,鱼腥草,杏仁,败酱草,桔梗
昆布,海粉,牙皂,芦荟,当归
贝母,海藻,柴胡,僵蚕,夏枯草
半夏,白芥子,蝉衣,桔梗,柴胡
檀香,薄荷,石膏,羌活,荆芥
檀香,四,一了,二,薄荷
檀香,薄荷,石膏,羌活,荆芥
半夏,瓜蒌仁,苍术,香附,黄芩
贝母,半夏,天南星,白芥子,玄明粉
半夏,天南星,杏仁,枳实,陈皮
半夏,莱菔,天南星,海粉,麦芽
半夏,天南星,杏仁,瓜蒌仁,枳实
贝母,贝母,紫菀,杏仁,蛤壳
半夏,五味子,石膏,射干,细辛
贝母,半夏,杏仁,瓜蒌仁,枳实
半夏,昆布,白芥子,海藻,玄明粉
贝母,郁金,砂仁壳,荷叶蒂,杵头糠
全虫,蜈蚣,炙穿山甲,僵蚕,蝉衣
贝母,桔梗,陈皮,麦门冬,地黄
五倍子,诃子,五味子,甘草
百药煎,桔梗,粉草,紫河车,香附
半夏,天南星,陈皮,黄芩,黄连
半夏,天南星,陈皮,黄芩,白矾
半夏,天南星,天麻,干姜,川乌
半夏,天南星,天麻,干姜,川乌
天竺黄,党参,24克,24克,60克
天南星,黑附子,乌头,木香
天南星,辰砂,蛇含,白附子,麝香
蛇胆汁,陈皮
半夏,黑附子,茱萸,柴胡,当归
竹茹,苏子,桔梗,陈皮,甘草
文蛤,红芽大戟,山慈菇,续随子,麝香
远志,金箔,铁粉,菖蒲,丹砂
贝母,半夏,杏仁,桔梗,干葛
半夏,柴胡,白术,肉桂,茯苓
贝母,胆南星,远志,辰砂,元参
半夏,陈皮,生姜,茯苓,甘草
铅霜,香墨,干蝎,黄明胶,巴豆
贝母,半夏,杏仁,苏子,山栀
半夏,槐角子,天麻,僵蚕,辰砂
天南星,朱砂,琥珀
胆南星,朱砂,远志,陈皮,琥珀
半夏,芍药,远志,玫瑰花,佛手花
昆布,海藻,海带,海蛤粉,陈皮
半夏,厚朴,肉豆蔻,山药
半夏,陈皮,吴萸,桃仁,黄连
半夏,草果,白术,陈皮,乌梅肉
半夏,紫苏,厚朴,茯苓
半夏,昆布,桔梗,升麻,天南星片
檀香,朱砂,苏合香,降香,天麻
檀香,朱砂,苏合香,降香,天麻
杏仁,神僸,麦蘖,萝卜子,青皮
莱菔,白芥子,山楂
半夏,天南星,朱砂,白僵蚕,金箔
银箔,金箔,远志,白僵蚕,升麻
半夏,诃子,丁香,干姜,草豆蔻
贝母,半夏,天南星,海藻,桔梗
半夏,桔梗,陈皮,苏叶,葛根
天南星,蜈蚣,直僵蚕,麝香,猪牙皂角
半夏,薤白,麦芽,陈皮,全瓜蒌
贝母,莱菔,杏仁,葶苈,陈皮
杏仁,葶苈,黑牵牛,防己,麻黄
海石,胆南星,苍术,抚芎,栝楼
莱菔,杏仁,夏枯草,僵蛹,连翘
贝母,海藻,乳香,猫头骨牙爪1副,蓖麻子肉
半夏,天南星,白芥子,红芽大戟,僵蚕
贝母,杏仁,款冬花,桔梗,当归
红芽大戟,文蛤,朱砂,千金子,山茨菇
半夏,天麻,白术,老生姜,茯苓
百部,远志,桔梗,菖蒲,当归
天南星
鸡血藤,蜈蚣,地龙,当归,赤芍
瓜瓣,苇茎,薏仁,桃仁
半夏,竹茹,陈皮,茯苓,枳壳
半夏,竹茹,枳实,陈皮,生姜
半夏,桂心,远志,萆薢,麦门冬
半夏,白术,干姜,陈皮
半夏,芍药,二十,桔梗,十
半夏,芍药,桔梗,苍术,干姜
生姜汁,梨汁10毫升,牛乳60毫升,藕汁,韭汁
半夏,白术,陈皮2,木香,砂仁
半夏,党参,白术,西砂仁,炒广皮
半夏,栝楼,小枳实,小川连,生川军
贝母,半夏,天南星,柴胡,白术
半夏,天南星,苍术,黄柏,辛夷
贝母,杏仁,桔梗,麦冬,夜合花
青连翘,生姜汁2滴,淡竹沥60毫升,犀角汁20毫升,生赤芍
半夏,麦芽,苍术,陈皮,神曲
半夏,杏仁,桔梗,干葛,陈皮
昆布,海藻,白芥子,山茨菇,桔梗
半夏,昆布,海藻,通草,海蛤粉
贝母,半夏,昆布,海藻,柴胡
昆布,海藻,炒山甲,夏枯草,生地
昆布,海藻,海带,海红蛤,海马
海藻,海带,桔梗,海昆布,猪琰子
半夏,皂角,生马钱子,生山甲,血竭
贝母,元参,牡蛎
贝母,乳香,生黄耆,血竭,没药
海石,杏仁,桔梗,栝楼,连翘
半夏,白芥子,柴胡,陈皮,青皮
海藻,元参,红娘子,糯米,牡蛎
半夏,桔梗,僵蚕,元参,栝楼
半夏,茯苓,甘草
半夏,黑附子,菖蒲,陈皮,神曲
半夏,杏仁,桔梗,陈皮,苏叶
半夏,桂心,紫菀,杏仁,诃子
杏仁,桃仁,桑白皮,人参
杏仁,萝卜子
百部,杏仁,远志,桔梗,陈皮流浸膏
旋复花,僵蚕,石膏,防风
半夏,旋复花,代赭石,生姜,枣仁
半夏,缩砂仁,丁香,陈皮,草果仁
半夏,茱萸,桔梗,枳实,菖蒲
竹茹,姜汁3茶匙,柿蒂,陈皮
半夏,栝楼,黄连
半夏,胆南星,真珠,朱砂,脑
贝母,半夏,天南星,大青叶,西河柳
贝母,天南星,白芥子,麦芽,紫苏
天竺黄,朱砂,天南星,麦芽,桔梗
贝母,乳香,炒二丑,连翘,珍珠
贝母,胆南星,杏仁,桔梗,元参
贝母,天竺黄,半夏,胆南星,胡连
贝母,天竺黄,半夏,天南星,朱砂
牵牛,陈皮,槟榔,甘草
天竺黄,半夏,竹茹,佩兰,郁金
僵蚕,新鲜大力子根,没药60克苏合油,地龙,活白凤仙梗
白芥子,黑附子,乳没,当归,姜黄
半夏,莱菔,枳实,苍术,抚芎
半夏,天南星,莪术,芫花
香梗芋艿,不拘多少
贝母,百部,羊胆干膏,白及,甘草
贝母,薏仁,麦冬,天冬,五味子
胆南星,远志,当归,淡竹叶,地黄
竹茹,远志,玉竹,菖蒲,柏子仁
天南星,防风
半夏,三,寒水石,白矾
贝母,半夏,紫菀,百部,杏仁
半夏,天南星,牛膝,天麻,僵蚕
半夏,天南星,远志,天麻,金箔
半夏,天南星,朱砂,蜈蚣,僵蚕
天竺黄,金箔,炒白牵牛子,琥珀,大黄
盐,红豆,丁香,陈皮,白豆蔻
天南星,地龙,白僵蚕,天麻,乳香
天南星,地龙,白僵蚕,天麻,乳香
天南星,地龙,僵蚕,天麻,乳香
半夏,党参,黄芪,陈皮,白术
贝母,白芷
贝母,半夏,杏仁,款冬花,犀角
紫菀,桔梗,白茅根,木通,朴消
贝母,紫菀,款冬花
杏仁,紫苏,五味子,青皮,桑白皮
半夏,紫苏,白术,陈皮,桂
始蚧,潞州人参,葶苈,葶苈,白牵牛
竹黄,白酒
半夏,竹茹,陈皮,茯苓,生姜
半夏,天南星,白芥子,枳实,苍术
贝母,百部,杏仁,款冬花,秦艽
天南星,天麻,全蝎,白附子,芜荑
半夏,胆南星,白僵蚕,秦艽,白附子
半夏,竹茹,牛膝,夏枯草,枸杞
紫菀,百部,桔梗,陈皮,白前
莱菔,胆南星,杏仁,葶苈,苏子
贝母,半夏,百部,杏仁,款冬花
半夏,紫菀,杏仁,款冬花,紫苏
半夏,天南星,杏仁,麦芽,枳实
半夏,桔梗,黄芩,枳壳,甘草
梅花脑,硼砂,朱砂,五,牙硝
贝母,昆布,海藻,郁金,红花
天竺黄,朱砂,檀香,豆蔻,地龙
